rk,NN,O 
under,CD,O
the,NN,O
impugned,CD,O
provision,DT,O
this,NN,O
helps,VBZ,O
such,VBN,O
state,IN,O
to,VBG,O
achieve,DT,O
its,NN,O
objective,IN,O
of,DT,O
lottery,NN,O
gambling,IN,O
free,DT,O
zone,JJ,O
within,NN,O
its,DT,O
territory,VBZ,O
a,JJ,O
well,NN,O
concerned,TO,O
remedy,VB,B-LEGAL
next,PRP$,O
question,NN,O
is,IN,O
what,NN,O
could,VBG,O
have,JJ,O
been,NN,O
the,IN,O
guideline,PRP$,O
if,NN,O
state,DT,O
lotteries,RB,O
are,JJ,O
gambling,NN,O
and,JJ,O
it,NN,O
cannot,VBZ,O
be,WP,O
terms,MD,O
as,VB,O
trade,VBN,O
and,DT,O
commerce,NN,O
at,IN,O
common,NN,O
parlance,NNS,O
for,VBP,O
any,VBG,O
free,CC,O
right,PRP,O
under,MD,O
the,RB,O
constitution,VB,O
such,NNS,O
right,IN,O
though,NN,O
recognized,CC,O
under,NN,O
article,IN,O
298,JJ,O
so,NN,O
other,IN,O
states,DT,O
may,JJ,O
continue,NN,O
to,IN,O
enjoy,DT,O
till,NN,O
prohibited,JJ,O
by,JJ,O
valid,IN,O
law,VBN,O
and,IN,O
if,NN,O
any,CD,O
state,IN,O
wants,JJ,O
within,NNS,O
its,MD,O
state,VB,O
lottery,TO,O
free,VB,O
zone,RB,O
and,VBN,O
for,IN,O
which,JJ,O
the,NN,O
power,CC,O
is,IN,O
entrusted,DT,O
to,NN,O
such,VBZ,O
state,IN,O
it,PRP$,O
cannot,NN,O
be,NN,O
said,JJ,O
in,NN,O
this,CC,O
setting,IN,O
and,WDT,O
background,DT,O
and,NN,O
the,VBZ,O
nature,VBN,O
of,TO,O
the,JJ,O
subject,NN,O
that,PRP,O
such,MD,O
a,RB,O
delegation,VB,B-LEGAL
is,VBD,O
of,IN,O
its,DT,O
essential,NN,O
legislative,CC,B-LEGAL
power,NN,I-LEGAL
the,CC,O
only,DT,O
guideline,NN,O
necessary,IN,O
in,DT,O
such,NN,O
delegation,IN,B-LEGAL
is,PDT,O
to,DT,O
see,NN,O
that,VBZ,O
the,IN,O
state,PRP$,O
does,JJ,O
not,JJ,O
pick,NN,O
and,DT,O
choose,JJ,O
one,NN,O
state,JJ,O
from,IN,O
the,JJ,O
other,NN,O
which,VBZ,O
guideline,TO,O
is,VB,O
already,IN,O
provided,DT,O
in,NN,O
this,VBZ,O
section,RB,O
it,VB,O
provides,CC,O
that,VB,O
such,CD,O
a,NN,O
ban,IN,O
could,DT,O
only,JJ,O
be,WDT,O
if,VBP,O
it,VBZ,O
is,RB,O
applied,VBN,O
to,IN,O
every,DT,O
other,NN,O
state,PRP,O
the,VBZ,O
only,IN,O
residual,PDT,O
field,DT,O
of,NN,O
attack,MD,O
so,RB,O
far,VB,O
as,IN,O
this,PRP,O
delegation,VBZ,B-LEGAL
could,VBN,O
be,TO,O
which,DT,O
has,JJ,O
been,NN,O
attacked,DT,O
in,JJ,O
this,JJ,O
case,NN,O
that,IN,O
the,NN,O
state,RB,O
could,RB,O
on,IN,O
one,DT,O
hand,NN,O
ban,MD,O
lotteries,VB,O
of,WDT,O
every,VBZ,O
other,VBN,O
state,VBN,O
but,IN,O
run,DT,O
its,NN,O
own,IN,O
lotteries,DT,O
it,NN,O
is,MD,O
argued,IN,O
that,CD,O
while,NN,O
a,NN,O
state,NNS,O
bans,IN,O
lotteries,DT,O
of,JJ,O
other,NN,O
states,CC,O
not,VB,O
to,PRP$,O
permit,JJ,O
any,NNS,O
gambling,PRP,O
activity,VBZ,O
in,VBN,O
the,IN,O
public,IN,O
interest,DT,O
as,NN,O
a,VBZ,O
policy,NNS,O
but,IN,O
this,JJ,O
very,NNS,O
public,RB,O
interest,TO,O
is,VB,O
flouted,DT,O
by,NN,O
having,NN,O
lotteries,IN,O
of,DT,O
its,JJ,O
own,NN,O
it,IN,O
is,DT,O
true,NN,O
that,CC,O
unless,DT,O
this,RB,O
provision,JJ,O
is,NN,O
read,VBZ,O
down,VBN,O
to,IN,O
mean,VBG,O
a,NNS,O
state,IN,O
can,PRP$,O
only,JJ,O
ban,PRP,O
lotteries,VBZ,O
of,JJ,O
other,IN,O
states,IN,O
when,DT,O
it,NN,O
bans,VBZ,O
as,VBN,O
a,RB,O
policy,TO,O
its,VB,O
own,DT,O
lotteries,NN,O
it,MD,O
is,RB,O
bound,VB,O
to,NNS,O
be,IN,O
subjected,JJ,O
to,NNS,O
the,WRB,O
vagaries,PRP,O
as,VBZ,O
pointed,IN,O
out,DT,O
and,NN,O
on,PRP$,O
deeper,JJ,O
scrutiny,NNS,O
it,PRP,O
may,VBZ,O
not,VBN,O
successfully,TO,O
stand,VB,O
but,VBN,O
by,TO,O
reading,DT,O
down,NNS,O
the,IN,O
provision,VBN,O
which,RP,O
has,CC,O
to,IN,O
be,JJR,O
read,NN,O
that,PRP,O
it,MD,O
is,RB,O
only,RB,O
that,VB,O
state,CC,O
which,IN,O
decides,VBG,O
lottery,RP,O
free,DT,O
zone,NN,O
within,WDT,O
its,VBZ,O
state,TO,O
can,VB,O
prohibit,VBN,O
lotteries,IN,O
of,PRP,O
other,VBZ,O
states,RB,O
clearly,IN,O
provides,NN,O
the,WDT,O
guidance,VBZ,O
for,NN,O
the,JJ,O
exercise,NN,O
of,IN,O
such,PRP$,O
a,NN,O
power,MD,O
it,VB,O
is,NNS,O
inbuilt,IN,O
and,JJ,O
inherent,NNS,O
in,RB,O
the,VBZ,O
provision,DT,O
itself,NN,O
in,IN,O
view,DT,O
of,NN,O
the,IN,O
scheme,PDT,O
of,DT,O
the,NN,O
act,PRP,O
and,VBZ,O
nature,JJ,O
of,CC,O
subject,JJ,O
in,IN,O
issue,DT,O
if,NN,O
interpretation,PRP,B-LEGAL
as,IN,O
given,NN,O
on,IN,O
behalf,DT,O
of,NN,O
the,IN,O
state,DT,O
of,NN,O
tamil,CC,O
nadu,NN,O
is,IN,O
accepted,NN,O
that,IN,O
delegation,NN,B-LEGAL
of,IN,I-LEGAL
power,NN,I-LEGAL
is,IN,O
absolute,VBN,O
then,IN,O
the,NN,O
submission,IN,O
that,DT,O
such,NN,O
delegation,IN,B-LEGAL
is,NN,O
unbridled,NN,O
without,VBZ,O
any,VBN,O
guideline,IN,O
carries,NN,O
great,IN,O
weight,NN,O
submission,VBZ,O
for,JJ,O
the,RB,O
state,DT,O
of,NN,O
tamil,IN,O
nadu,JJ,O
is,NN,O
that,VBZ,O
the,VBN,O
lotteries,IN,O
may,DT,O
be,NN,O
prohibited,VBZ,O
in,JJ,O
phases,JJ,O
viz,NN,O
while,IN,O
running,DT,O
its,NN,O
own,IN,O
lotteries,NN,O
yet,NN,O
prohibiting,VBZ,O
other,IN,O
lotteries,DT,O
may,NNS,O
be,MD,O
as,VB,O
a,VBN,O
public,IN,O
policy,NNS,O
for,VBP,O
law,IN,O
and,VBG,O
order,PRP$,O
for,JJ,O
political,NNS,O
reasons,RB,O
morality,VBG,O
etc,JJ,O
for,NNS,O
surviving,MD,O
such,VB,O
an,IN,O
interpretation,DT,B-LEGAL
given,JJ,O
by,NN,O
mr,IN,O
ganguli,NN,O
parliament,CC,B-LEGAL
should,NN,O
have,IN,O
provided,JJ,O
some,NNS,O
guidelines,NN,O
such,VBP,O
an,IN,O
interpretation,VBG,B-LEGAL
falls,PDT,O
into,DT,O
the,NN,O
trap,VBN,O
of,IN,O
the,NN,O
submission,NNS,O
that,NN,O
this,MD,O
delegation,VB,B-LEGAL
is,VBN,O
unbridled,DT,O
so,NNS,O
if,JJ,O
there,DT,O
are,NN,O
two,VBZ,O
interpretations,IN,O
the,DT,O
interpretation,NN,B-LEGAL
which,IN,O
upholds,DT,O
the,NN,O
validity,IN,O
should,DT,O
be,NN,O
accepted,VBZ,O
so,VBN,O
the,RB,O
interpretation,IN,B-LEGAL
as,EX,O
given,VBP,O
by,CD,O
mr,NNS,O
ganguli,DT,O
cannot,NN,O
be,WDT,O
accepted,VBZ,O
85,DT,O
there,NN,O
are,MD,O
two,VB,O
parts,VBN,O
of,RB,O
the,DT,O
attack,NN,O
of,IN,O
the,VBN,O
delegation,IN,B-LEGAL
of,JJ,I-LEGAL
power,NNS,I-LEGAL
to,MD,O
the,RB,O
state,VB,O
under,VBN,O
section,CD,O
5,EX,O
the,VBP,O
latter,CD,O
part,NNS,O
by,IN,O
which,DT,O
it,NN,O
can,IN,O
prohibit,DT,O
sale,NN,O
of,IN,O
lottery,NN,O
tickets,TO,O
organized,DT,O
by,NN,O
every,IN,O
state,NN,O
which,CD,O
leaves,DT,O
no,JJ,O
scope,NN,O
of,IN,O
any,WDT,O
discretion,PRP,O
on,MD,O
the,VB,O
states,NN,O
to,IN,O
discriminate,JJ,O
from,NNS,O
one,VBN,O
state,IN,O
to,DT,O
other,NN,O
so,WDT,O
if,VBZ,O
it,DT,O
decides,NN,O
no,IN,O
lottery,DT,O
tickets,NN,O
of,IN,O
any,DT,O
state,NNS,O
to,TO,O
be,VB,O
sold,IN,O
it,CD,O
cannot,NN,O
pick,TO,O
and,JJ,O
choose,RB,O
from,IN,O
one,PRP,O
state,VBZ,O
to,DT,O
the,JJ,O
other,NNS,O
once,IN,O
it,DT,O
as,NN,O
a,TO,O
policy,VB,O
decides,VBN,O
to,PRP,O
prohibit,MD,O
the,RB,O
sale,VB,O
of,CC,O
lottery,VB,O
tickets,IN,O
of,CD,O
other,NN,O
states,TO,O
it,DT,O
must,JJ,O
prohibit,RB,O
every,PRP,O
other,IN,O
state,DT,O
that,NN,O
is,VBZ,O
to,TO,O
say,VB,O
all,DT,O
the,NN,O
states,IN,O
and,JJ,O
such,NNS,O
a,IN,O
delegation,JJ,B-LEGAL
cannot,NNS,O
be,PRP,O
said,MD,O
to,VB,O
be,DT,O
either,JJ,O
abdication,NN,O
of,WDT,O
the,VBZ,O
legislative,TO,B-LEGAL
power,VB,I-LEGAL
of,PDT,O
parliament,DT,B-LEGAL
or,NNS,O
to,CC,O
be,PDT,O
unbridled,DT,O
or,NN,O
unguided,MD,O
as,RB,O
we,VB,O
have,VBD,O
said,TO,O
looking,VB,O
to,DT,O
the,NN,O
nature,IN,O
of,DT,O
the,JJ,O
subject,NN,O
and,IN,O
object,NN,O
of,CC,O
the,TO,O
act,VB,O
which,JJ,O
is,CC,O
to,JJ,O
help,IN,O
each,PRP,O
state,VBP,O
in,VBD,O
its,VBG,O
endeavor,TO,O
to,DT,O
run,NN,O
state,IN,O
lotteries,DT,O
which,NN,O
would,CC,O
include,NN,O
starting,IN,O
or,DT,O
closing,NN,O
its,WDT,O
lotteries,VBZ,O
and,TO,O
when,VB,O
a,DT,O
state,NN,O
wants,IN,O
to,PRP$,O
have,NN,O
lottery,TO,O
free,VB,O
zone,NN,O
in,NNS,O
its,WDT,O
state,MD,O
then,VB,O
such,VBG,O
a,CC,O
delegation,VBG,B-LEGAL
to,PRP$,O
ban,NNS,O
lottery,CC,O
of,WRB,O
every,DT,O
other,NN,O
state,VBZ,O
cannot,TO,O
be,VB,O
said,VBN,O
to,JJ,O
be,NN,O
invalid,IN,O
to,PRP$,O
the,NN,O
first,RB,O
part,PDT,O
there,DT,O
are,NN,O
two,TO,O
interpretation,VB,B-LEGAL
one,NN,O
on,IN,O
the,DT,O
plain,JJ,O
reading,NN,O
of,MD,O
section,RB,O
5,VB,O
a,VBD,O
state,TO,O
may,VB,O
run,JJ,O
its,TO,O
own,DT,O
lottery,JJ,O
yet,NN,O
may,EX,O
prohibit,VBP,O
the,CD,O
sale,NN,O
of,CD,O
lotteries,IN,O
of,DT,O
other,NN,O
states,NN,O
this,IN,O
construction,NN,O
leads,CD,O
to,DT,O
discrimination,NN,B-LEGAL
and,MD,O
opens,VB,O
for,PRP$,O
criticism,JJ,O
of,NN,O
unbridled,RB,O
delegation,MD,B-LEGAL
the,VB,O
submission,DT,O
further,NN,O
is,IN,O
if,NNS,O
the,IN,O
ban,JJ,O
of,NNS,O
sale,DT,O
of,NN,O
lottery,VBZ,O
tickets,TO,O
of,NN,O
every,CC,O
other,VBZ,O
state,IN,O
is,NN,O
as,IN,O
a,JJ,O
public,NN,O
policy,DT,O
affecting,NN,O
the,RBR,O
morality,VBZ,O
and,IN,O
resultant,DT,O
ill,NN,O
effect,IN,O
on,NN,O
its,IN,O
subject,JJ,O
then,NNS,O
there,IN,O
is,DT,O
no,JJ,O
justification,NN,O
that,VBZ,O
the,IN,O
state,DT,O
may,JJ,O
run,NN,O
its,VBG,O
own,DT,O
lottery,NN,O
affecting,CC,O
the,NN,O
very,NN,O
subject,NN,O
for,IN,O
which,PRP$,O
the,JJ,O
power,RB,O
is,EX,O
exercised,VBZ,O
prohibiting,DT,O
the,NN,O
lotteries,IN,O
of,DT,O
other,NN,O
states,MD,O
it,VB,O
is,PRP$,O
true,JJ,O
if,NN,O
such,VBG,O
an,DT,O
interpretation,RB,B-LEGAL
is,JJ,O
accepted,IN,O
then,WDT,O
this,DT,O
submission,NN,O
has,VBZ,O
a,VBN,O
force,VBG,O
on,DT,O
the,NNS,O
other,IN,O
hand,JJ,O
on,NNS,O
behalf,PRP,O
of,VBZ,O
the,JJ,O
union,IN,O
the,JJ,O
submission,DT,O
is,NN,O
that,VBZ,O
the,VBN,O
language,RB,O
of,DT,O
the,NN,O
section,VBZ,O
has,DT,O
to,NN,O
be,IN,O
read,DT,O
down,JJ,O
the,NN,O
decision,IN,O
to,NN,O
have,IN,O
its,DT,O
lottery,NN,O
or,DT,O
not,NN,O
to,VBZ,O
have,IN,O
its,DT,O
lottery,NN,O
has,IN,O
to,DT,O
be,NN,O
in,VBZ,O
the,TO,O
public,VB,O
interest,VBN,O
every,RP,O
decision,DT,O
to,NN,O
have,TO,O
either,VB,O
lotteries,PRP$,O
authorized,NN,O
by,CC,O
the,RB,O
state,TO,O
or,VB,O
organized,PRP$,O
by,NN,O
the,VBZ,O
state,TO,O
has,VB,O
to,IN,O
be,DT,O
in,JJ,O
public,NN,O
interest,DT,O
may,NN,O
be,TO,O
for,VB,O
collection,CC,O
of,NNS,O
public,VBN,O
revenue,IN,O
or,DT,O
for,NN,O
a,CC,O
public,VBN,B-LEGAL
purpose,IN,I-LEGAL
it,DT,O
has,NN,O
been,VBZ,O
held,TO,O
in,VB,O
central,IN,O
inland,JJ,O
water,NN,O
transport,MD,O
corporation,VB,O
ltd,IN,O
v,NN,O
brojo,IN,O
nath,JJ,O
ganguly,NN,O
air,CC,O
para,IN,O
93,DT,O
there,JJ,O
must,NN,O
be,PRP,O
no,VBZ,O
injury,VBN,O
or,VBN,O
harm,IN,O
to,JJ,O
the,NN,O
public,NN,O
interest,NN,O
public,NN,O
good,FW,O
and,NN,O
public,NN,O
welfare,NN,O
thus,NN,O
the,NN,O
decision,VBZ,O
to,CD,O
run,EX,O
state,MD,O
lottery,VB,O
has,DT,O
to,NN,O
be,CC,O
made,NN,O
with,TO,O
the,DT,O
conscience,JJ,O
sic,NN,O
consciousness,NN,O
of,JJ,O
its,CC,O
evil,JJ,O
consequences,NN,O
on,RB,O
its,DT,O
subject,NN,O
thus,TO,O
before,VB,O
deciding,NN,O
the,NN,O
state,VBZ,O
has,TO,O
to,VB,O
equate,VBN,O
the,IN,O
public,DT,O
welfare,NN,O
with,JJ,O
the,NN,O
injury,IN,O
on,PRP$,O
its,JJ,O
public,NNS,O
it,IN,O
may,PRP$,O
be,JJ,O
in,RB,O
a,IN,O
given,VBG,O
case,DT,O
within,NN,O
the,VBZ,O
limitation,TO,O
of,VB,O
its,DT,O
financial,JJ,O
capacity,NN,O
with,IN,O
the,DT,O
need,NN,O
of,IN,O
the,PRP$,O
hour,JJ,O
it,PRP,O
has,MD,O
to,VB,O
decide,IN,O
to,DT,O
run,VBN,O
its,NN,O
own,IN,O
lotteries,DT,O
to,NN,O
augment,IN,O
its,PRP$,O
revenue,JJ,O
in,NN,O
the,IN,O
larger,DT,O
interest,NN,O
of,IN,O
the,DT,O
public,NN,O
which,PRP,O
if,VBZ,O
weighed,TO,O
with,VB,O
the,TO,O
evil,VB,O
consequences,PRP$,O
on,JJ,O
its,NNS,O
subject,TO,O
the,VB,O
public,PRP$,O
welfare,NN,O
gains,IN,O
more,DT,O
by,JJR,O
running,NN,O
it,IN,O
then,DT,O
the,NN,O
evil,WDT,O
consequence,IN,O
on,VBN,O
its,IN,O
subject,DT,O
has,JJ,O
to,NNS,O
give,IN,O
way,PRP$,O
till,JJ,O
the,DT,O
situation,JJ,O
changes,NN,O
by,NNS,O
finding,RBR,O
a,IN,O
better,VBG,O
way,PRP,O
for,RB,O
this,DT,O
additional,JJ,O
source,NN,O
or,IN,O
evil,PRP$,O
consequences,NN,O
inflicting,VBZ,O
on,TO,O
its,VB,O
subject,NN,O
overweighing,IN,O
this,DT,O
exercise,NN,O
has,NNS,O
to,IN,O
be,VBG,O
by,DT,O
each,JJR,O
state,NN,O
the,IN,O
union,DT,O
not,JJ,O
coming,NN,O
in,CC,O
its,JJ,O
way,NNS,O
it,VBG,O
is,IN,O
for,PRP$,O
each,JJ,O
state,NN,O
to,DT,O
decide,NN,O
what,VBZ,O
is,TO,O
its,VB,O
public,IN,O
welfare,DT,O
and,NN,O
what,DT,O
constitutes,NN,O
an,RB,O
injury,VBG,O
to,IN,O
the,PRP$,O
public,NN,O
interest,PRP,O
rattan,VBZ,O
chand,IN,O
hira,DT,O
chand,NN,O
v,TO,O
askar,VB,O
nawaz,WP,O
jung,VBZ,O
holds,PRP$,O
what,JJ,O
constitutes,NN,O
public,CC,O
interest,WP,O
or,VBZ,O
welfare,DT,O
would,NN,O
depend,TO,O
upon,DT,O
the,JJ,O
time,NN,O
the,NN,O
social,NN,O
milieu,NN,O
in,NN,O
which,NN,O
the,NN,O
contract,JJ,B-LEGAL
is,NN,O
sought,VBZ,O
to,WP,O
be,VBZ,O
enforced,JJ,O
would,NN,O
decide,CC,O
the,NN,O
factum,MD,O
the,VB,O
nature,IN,O
and,DT,O
the,NN,O
degree,DT,O
of,JJ,O
injury,NN,O
86,IN,O
so,WDT,O
whenever,DT,O
a,NN,O
state,VBZ,O
decides,VBN,O
to,TO,O
run,VB,O
or,VBN,O
not,MD,O
to,VB,O
run,DT,O
its,NN,O
lotteries,DT,O
it,NN,O
is,CC,O
the,DT,O
state,NN,O
which,IN,O
has,NN,O
to,CD,O
decide,RB,O
as,WRB,O
a,DT,O
public,NN,O
policy,VBZ,O
in,TO,O
the,VB,O
public,CC,O
interest,RB,O
once,TO,O
such,VB,O
a,PRP$,O
decision,NNS,O
is,PRP,O
taken,VBZ,O
to,DT,O
have,NN,O
its,WDT,O
state,VBZ,O
lottery,TO,O
free,VB,O
zone,IN,O
the,DT,O
entrustment,JJ,O
of,NN,O
power,IN,O
by,DT,O
parliament,JJ,B-LEGAL
cannot,NN,O
be,RB,O
said,JJ,O
to,DT,O
be,NN,O
ultra,VBZ,O
vires,VBN,O
87,TO,O
we,VB,O
find,PRP$,O
on,NN,O
plain,NN,O
reading,JJ,O
of,NN,O
section,DT,O
5,NN,O
it,IN,O
empowers,NN,O
the,IN,O
state,NN,O
government,MD,O
within,RB,O
its,VB,O
state,VBD,O
to,TO,O
prohibit,VB,O
the,JJ,O
sale,NNS,O
of,CD,O
tickets,PRP,O
of,VBP,O
the,IN,O
lotteries,NN,O
organized,NN,O
by,IN,O
every,NN,O
other,CD,O
state,PRP,O
there,VBZ,O
is,DT,O
also,NN,O
nothing,NN,O
in,IN,O
the,PRP$,O
language,NN,O
reading,TO,O
by,VB,O
itself,DT,O
so,NN,O
as,IN,O
to,NNS,O
say,IN,O
whether,DT,O
such,NNS,O
power,VBN,O
can,IN,O
be,DT,O
exercised,JJ,O
by,NN,O
the,EX,O
state,VBZ,O
while,RB,O
running,NN,O
its,IN,O
own,DT,O
lottery,NN,O
or,NN,O
can,IN,O
be,PRP,O
exercised,RB,O
only,IN,O
where,TO,O
such,VB,O
state,IN,O
does,JJ,O
not,NN,O
run,MD,O
its,VB,O
own,VBN,O
lottery,IN,O
this,DT,O
leads,NN,O
to,IN,O
two,VBG,O
possible,PRP$,O
interpretations,JJ,O
as,NN,O
referred,CC,O
to,MD,O
above,VB,O
in,VBN,O
view,RB,O
of,WRB,O
settled,JJ,O
principle,NN,O
of,VBZ,O
interpretations,RB,O
the,VB,O
interpretation,PRP$,B-LEGAL
given,JJ,O
by,NN,O
the,DT,O
union,VBZ,O
to,TO,O
read,CD,O
down,JJ,O
the,NNS,O
provision,IN,O
has,VBN,O
substance,TO,O
this,VB,O
would,IN,O
mean,NN,O
that,IN,O
the,JJ,O
state,NN,O
could,IN,O
only,NNS,O
exercise,DT,O
such,NN,O
discretion,VBN,O
if,IN,O
it,DT,O
decides,NN,O
not,TO,O
to,VB,O
have,RP,O
any,DT,O
lottery,NN,O
within,VBZ,O
its,NN,O
territory,DT,O
including,MD,O
its,VB,O
own,IN,O
lottery,DT,O
in,NN,O
this,MD,O
situation,RB,O
the,VB,O
delegatee,JJ,O
is,NN,O
tied,IN,O
down,PRP,O
by,VBZ,O
this,RB,O
limitation,TO,O
which,VB,O
itself,DT,O
is,NN,O
a,IN,O
clear,PRP$,O
guide,NN,O
to,VBG,O
a,PRP$,O
state,JJ,O
hence,NN,O
cannot,IN,O
be,DT,O
said,NN,O
to,DT,O
be,NN,O
unbridled,VBZ,O
delegation,VBN,B-LEGAL
so,RP,O
even,IN,O
to,DT,O
the,NN,O
first,WDT,O
part,PRP,O
it,VBZ,O
cannot,DT,O
be,JJ,O
said,NN,O
to,TO,O
be,DT,O
arbitrary,NN,O
or,NN,O
unbridled,MD,O
so,RB,O
we,VB,O
have,VBD,O
no,TO,O
hesitation,VB,O
to,JJ,O
approve,NN,O
the,RB,O
interpretation,RB,B-LEGAL
given,TO,O
by,DT,O
the,JJ,O
union,NN,O
to,PRP,O
uphold,MD,O
the,RB,O
validity,VB,O
of,VBD,O
section,TO,O
5,VB,O
32,JJ,O
from,CC,O
the,JJ,O
observations,IN,O
made,PRP,O
by,VBP,O
this,DT,O
court,NN,O
as,TO,O
extracted,VB,O
above,DT,O
learned,NN,O
counsel,VBN,O
representing,IN,O
the,DT,O
appellants,NN,O
contended,TO,O
that,VB,O
the,DT,O
state,NN,O
of,IN,O
kerala,NN,O
could,CD,O
not,CD,O
prohibit,IN,O
any,DT,O
form,NNS,O
of,VBN,O
lottery,IN,O
as,DT,O
long,NN,O
as,IN,O
it,VBN,O
was,IN,O
running,JJ,O
other,NN,O
forms,VBG,O
of,DT,O
lottery,NNS,O
of,VBD,O
other,IN,O
states,DT,O
as,NN,O
also,IN,O
of,NN,O
the,MD,O
state,RB,O
of,VB,O
kerala,DT,O
after,NN,O
having,IN,O
given,NN,O
anxious,RB,O
thought,RB,O
to,IN,O
the,PRP,O
rival,VBD,O
contentions,VBG,O
we,JJ,O
are,NNS,O
not,IN,O
inclined,NN,O
to,IN,O
accept,JJ,O
the,NNS,O
contention,IN,O
raised,RB,O
by,IN,O
learned,DT,O
senior,NN,O
counsel,IN,O
for,NN,O
the,IN,O
appellants,VBG,O
33,VBN,O
it,JJ,O
may,NN,O
be,TO,O
reiterated,DT,O
that,JJ,O
the,NNS,O
question,PRP,O
that,VBP,O
came,RB,O
to,VBN,O
be,TO,O
framed,VB,O
by,DT,O
this,NN,O
court,VBN,O
on,IN,O
the,JJ,O
rival,JJ,O
contentions,NN,O
raised,IN,O
by,DT,O
the,NNS,O
counsel,CD,O
for,PRP,O
the,MD,O
parties,VB,O
in,VBN,O
br,IN,O
enterprises,DT,O
supra,NN,O
was,WDT,O
as,VBD,O
to,TO,O
whether,VB,O
the,VBN,O
delegation,IN,B-LEGAL
of,DT,O
essential,NN,O
legislative,IN,B-LEGAL
power,DT,I-LEGAL
of,JJ,O
the,NNS,O
principal,VBN,O
to,IN,O
a,DT,O
delegatee,NN,O
would,IN,O
amount,DT,O
to,NNS,O
abdication,IN,O
of,NN,O
its,NNS,O
legislative,NN,B-LEGAL
power,VBD,I-LEGAL
and,IN,O
if,TO,O
it,IN,O
is,DT,O
bereft,NN,O
of,IN,O
any,JJ,O
guidelines,JJ,O
then,NN,O
is,IN,O
it,DT,O
unsustainable,NN,O
in,TO,O
the,DT,O
eyes,NN,O
of,MD,O
law,VB,O
this,TO,O
court,NN,O
held,IN,O
that,PRP$,O
if,JJ,O
the,NN,O
state,CC,O
decides,IN,O
that,PRP,O
it,VBZ,O
does,VBN,O
not,IN,O
want,DT,O
any,NNS,O
lotteries,RB,O
but,VBZ,O
if,PRP,O
it,JJ,O
feels,IN,O
helpless,DT,O
as,NNS,O
having,IN,O
no,NN,O
jurisdiction,DT,B-LEGAL
over,NN,O
the,VBD,O
lotteries,IN,O
organized,IN,O
by,DT,O
other,NN,O
states,VBZ,O
it,IN,O
can,PRP,O
only,VBZ,O
be,RB,O
done,VB,O
by,DT,O
the,NNS,O
parliament,CC,B-LEGAL
or,IN,O
by,PRP,O
entrusting,VBZ,O
this,NN,O
power,IN,O
on,VBG,O
such,DT,O
state,NN,O
desiring,IN,O
so,DT,O
which,NNS,O
has,VBN,O
been,IN,O
done,JJ,O
through,NNS,O
section,PRP,O
5,MD,O
the,RB,O
remedy,VB,B-LEGAL
is,VBN,O
provided,IN,O
by,DT,O
entrusting,NN,O
this,CC,O
power,IN,O
on,VBG,O
the,DT,O
state,NN,O
under,IN,O
section,JJ,O
5,NN,O
this,NN,O
would,RB,O
help,WDT,O
the,VBZ,O
state,VBN,O
to,VBN,O
achieve,IN,O
its,NN,O
objective,CD,O
of,DT,O
lottery,NN,O
free,VBZ,O
zone,VBN,O
within,IN,O
its,VBG,O
territory,DT,O
while,NN,O
dealing,IN,O
with,DT,O
the,NN,O
guidelines,IN,O
this,NN,O
court,CD,O
further,DT,O
observed,MD,O
that,VB,O
if,DT,O
a,NN,O
state,TO,O
may,VB,O
want,PRP$,O
it,NN,O
to,IN,O
be,NN,O
a,JJ,O
lottery,NN,O
free,IN,O
zone,PRP$,O
it,NN,O
could,IN,O
not,VBG,O
be,IN,O
said,DT,O
that,NNS,O
such,DT,O
delegation,NN,B-LEGAL
would,RB,O
be,VBD,O
of,IN,O
essential,IN,O
legislative,DT,B-LEGAL
power,NN,I-LEGAL
the,MD,O
only,VB,O
guideline,PRP,O
necessary,TO,O
in,VB,O
such,DT,O
a,JJ,O
delegation,JJ,B-LEGAL
is,NN,O
to,PRP,O
see,MD,O
that,RB,O
the,VB,O
state,VBD,O
does,IN,O
not,JJ,O
pick,NN,O
and,MD,O
choose,VB,O
one,IN,O
state,JJ,O
from,JJ,O
the,NN,O
other,DT,O
which,JJ,O
guideline,NN,O
is,JJ,O
already,IN,O
provided,JJ,O
in,DT,O
the,NN,O
section,VBZ,O
if,TO,O
the,VB,O
ban,IN,O
is,DT,O
applied,NN,O
to,VBZ,O
all,RB,O
the,VB,O
states,CC,O
and,VB,O
also,CD,O
the,NN,O
state,IN,O
banning,DT,O
lotteries,JJ,O
the,WDT,O
contention,VBP,O
that,VBZ,O
delegation,RB,B-LEGAL
was,VBN,O
excessive,IN,O
uncanalised,DT,O
and,NN,O
unbridled,IN,O
would,DT,O
lose,NN,O
its,VBZ,O
sting,VBN,O
we,TO,O
are,PDT,O
satisfied,DT,O
that,NNS,O
by,CC,O
virtue,RB,O
of,DT,O
the,NN,O
provisions,VBG,O
contained,NNS,O
in,DT,O
section,NN,O
12,IN,O
of,NN,O
the,VBD,O
act,JJ,O
the,JJ,O
centre,CC,O
has,JJ,O
delegated,MD,O
its,VB,O
power,PRP$,O
to,NN,O
legislate,PRP,O
with,VBP,O
regard,VBN,O
to,IN,O
lotteries,IN,O
to,NN,O
states,IN,O
and,DT,O
further,NNS,O
that,VBN,O
there,IN,O
is,NN,O
specific,CD,O
